Summary_Breezy,Summary_Breezy and Foggy,Summary_Breezy and Mostly Cloudy,Summary_Breezy and Overcast,Summary_Breezy and Partly Cloudy,Summary_Clear,Summary_Drizzle,Summary_Foggy,Summary_Light Rain,Summary_Mostly Cloudy,Summary_Overcast,Summary_Partly Cloudy,Summary_Rain,Summary_Windy and Partly Cloudy,Precip Type_NaN,Precip Type_rain,Precip Type_snow,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),sin_month,cos_month,sin_day,cos_day,sin_week_of_year,cos_week_of_year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,week_of_year_1,week_of_year_2,week_of_year_3,week_of_year_4,week_of_year_5,week_of_year_6,week_of_year_7,week_of_year_8,week_of_year_9,week_of_year_10,week_of_year_11,week_of_year_12,week_of_year_13,week_of_year_14,week_of_year_15,week_of_year_16,week_of_year_17,week_of_year_18,week_of_year_19,week_of_year_20,week_of_year_21,week_of_year_22,week_of_year_23,week_of_year_24,week_of_year_25,week_of_year_26,week_of_year_27,week_of_year_28,week_of_year_29,week_of_year_30,week_of_year_31,week_of_year_32,week_of_year_33,week_of_year_34,week_of_year_35,week_of_year_36,week_of_year_37,week_of_year_38,week_of_year_39,week_of_year_40,week_of_year_41,week_of_year_42,week_of_year_43,week_of_year_44,week_of_year_45,week_of_year_46,week_of_year_47,week_of_year_48,week_of_year_49,week_of_year_50,week_of_year_51,week_of_year_52,week_of_year_53
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.565277777777784,20.39953703703704,0.5941666666666666,7.713241666666666,149.0,12.201787500000004,1018.8241666666667,0.8660254037844385,-0.49999999999999994,0.9680771188662046,-0.25065253225872036,0.8455960035018261,-0.5338233779647906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.412731481481476,21.114814814814814,0.5575000000000001,9.658658333333333,216.91666666666666,12.079025000000003,1015.3537499999999,0.8660254037844385,-0.49999999999999994,0.8978045395707416,-0.44039415155763423,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.13842592592593,19.13842592592593,0.5420833333333335,16.4843875,211.79166666666666,12.303083333333339,1016.19875,0.8660254037844385,-0.49999999999999994,0.7907757369376989,-0.6121059825476626,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13.069675925925928,12.990277777777779,0.5954166666666668,9.531200000000002,113.33333333333333,12.135375000000003,1020.0333333333333,0.8660254037844385,-0.49999999999999994,0.651372482722222,-0.758758122692791,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.41388888888889,14.387731481481481,0.6550000000000001,10.531412500000002,68.33333333333333,12.42450416666667,1015.3437500000001,0.8660254037844385,-0.49999999999999994,0.485301962531081,-0.8743466161445818,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.043055555555554,18.891203703703706,0.6212500000000001,8.636308333333334,94.29166666666667,11.056004166666666,1011.59625,0.8660254037844385,-0.49999999999999994,0.29936312297335815,-0.9541392564000487,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20.06273148148148,20.025000000000002,0.6124999999999999,9.524491666666668,231.20833333333334,10.978858333333333,1014.4125,0.8660254037844385,-0.49999999999999994,0.10116832198743268,-0.9948693233918956,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.296990740740736,21.180324074074065,0.5854166666666668,7.414049999999999,98.33333333333333,11.886495833333335,1018.4049999999999,0.8660254037844385,-0.49999999999999994,-0.10116832198743204,-0.9948693233918956,0.7765238627180424,-0.6300878435817109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23.69699074074074,23.155092592592595,0.4916666666666667,8.565200000000003,100.83333333333333,12.022675000000005,1016.9566666666666,0.8660254037844385,-0.49999999999999994,-0.2993631229733582,-0.9541392564000487,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.484953703703695,21.489814814814807,0.6916666666666668,14.382666666666665,176.08333333333334,11.624200000000002,975.9791666666666,0.8660254037844385,-0.49999999999999994,-0.48530196253108054,-0.874346616144582,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.135416666666668,21.129861111111108,0.6908333333333333,8.8529875,193.70833333333334,11.733545833333336,1019.9954166666665,0.8660254037844385,-0.49999999999999994,-0.6513724827222217,-0.758758122692791,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21.694675925925925,21.532638888888894,0.5770833333333333,5.490770833333333,129.0,11.760379166666668,1018.1687499999999,0.8660254037844385,-0.49999999999999994,-0.7907757369376988,-0.6121059825476626,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23.35092592592592,23.09421296296296,0.58375,14.228375,213.70833333333334,11.871737500000002,1014.0758333333337,0.8660254037844385,-0.49999999999999994,-0.8978045395707422,-0.4403941515576342,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.287731481481483,19.287731481481483,0.5854166666666667,12.095125000000001,297.4583333333333,12.221912500000002,1018.88625,0.8660254037844385,-0.49999999999999994,-0.9680771188662046,-0.25065253225872125,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17.48009259259259,17.424305555555552,0.5308333333333334,5.952304166666667,124.875,12.01395416666667,1019.9345833333335,0.8660254037844385,-0.49999999999999994,-0.9987165071710532,-0.050649168838713544,0.6965510290629969,-0.7175072570443315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.266435185185184,21.140740740740743,0.5812499999999999,6.376941666666666,121.29166666666667,11.997854166666668,1017.2175000000002,0.8660254037844385,-0.49999999999999994,-0.9884683243281112,0.15142777750457667,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22.011805555555558,21.70625,0.4724999999999999,9.448687500000004,97.04166666666667,11.966995833333335,1015.4375,0.8660254037844385,-0.49999999999999994,-0.93775213214708,0.3473052528448202,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20.826851851851856,20.826851851851856,0.6245833333333333,14.871704166666666,282.25,12.445300000000005,1017.7254166666668,0.8660254037844385,-0.49999999999999994,-0.8486442574947509,0.5289640103269625,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14.14189814814815,14.14189814814815,0.8337499999999999,11.953579166666666,191.70833333333334,11.224383333333336,1021.2133333333335,0.8660254037844385,-0.49999999999999994,-0.72479278722912,0.6889669190756869,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.09236111111111,11.700231481481481,0.6395833333333333,16.852675,296.5,12.159525000000004,1020.7633333333333,0.8660254037844385,-0.49999999999999994,-0.5712682150947922,0.8207634412072763,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.542129629629628,11.369675925925925,0.7279166666666667,8.298208333333333,209.83333333333334,12.03206666666667,1020.8166666666666,0.8660254037844385,-0.49999999999999994,-0.39435585511331867,0.9189578116202309,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.91435185185185,12.752083333333331,0.6858333333333334,9.905525,187.45833333333334,10.6441125,1020.5633333333332,0.8660254037844385,-0.49999999999999994,-0.20129852008866114,0.9795299412524942,0.606800145818593,-0.794854441413353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.786574074074073,15.675694444444444,0.775,8.188191666666667,164.16666666666666,8.525620833333337,1016.0966666666667,0.49999999999999994,-0.8660254037844385,0.0,1.0,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.877083333333337,15.877083333333337,0.7937500000000001,7.126933333333333,218.08333333333334,9.71165416666667,1009.8441666666668,0.49999999999999994,-0.8660254037844385,0.20129852008866,0.9795299412524942,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16.484027777777772,16.33819444444444,0.5716666666666667,12.517079166666663,282.7916666666667,12.064937500000005,1007.3849999999999,0.49999999999999994,-0.8660254037844385,0.39435585511331855,0.9189578116202309,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13.180555555555557,12.949537037037038,0.6337499999999999,9.898145833333333,257.1666666666667,11.156629166666669,1012.7199999999999,0.49999999999999994,-0.8660254037844385,0.5712682150947922,0.8207634412072763,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15.03402777777778,14.893750000000002,0.7954166666666667,9.268904166666667,180.16666666666666,8.335775,969.7420833333332,0.49999999999999994,-0.8660254037844385,0.72479278722912,0.6889669190756869,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22.330787037037037,22.325,0.6479166666666667,15.410383333333334,167.625,11.013741666666666,1006.8033333333334,0.49999999999999994,-0.8660254037844385,0.8486442574947509,0.5289640103269625,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.40810185185185,20.96273148148148,0.61875,13.404591666666667,189.0,10.906408333333337,1008.3158333333336,0.49999999999999994,-0.8660254037844385,0.93775213214708,0.3473052528448202,0.5085311186492204,-0.861043611767355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.95370370370371,20.82870370370371,0.6641666666666667,4.825304166666666,163.33333333333334,10.469025,1013.6554166666666,0.49999999999999994,-0.8660254037844385,0.9884683243281112,0.1514277775045767,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24.138657407407408,23.869212962962965,0.5629166666666666,10.208741666666667,164.95833333333334,11.790566666666669,1014.0433333333332,0.49999999999999994,-0.8660254037844385,0.9987165071710532,-0.05064916883871265,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23.329398148148147,23.120601851851855,0.61,9.614383333333334,181.875,11.225724999999999,1016.484583333333,0.49999999999999994,-0.8660254037844385,0.9680771188662046,-0.25065253225872036,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20.907638888888894,20.923842592592596,0.7050000000000001,12.685458333333335,236.83333333333334,11.0707625,1014.025,0.49999999999999994,-0.8660254037844385,0.8978045395707416,-0.44039415155763423,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17.591203703703705,17.591203703703705,0.5504166666666667,19.649379166666666,311.0416666666667,12.025358333333337,1017.4699999999999,0.49999999999999994,-0.8660254037844385,0.7907757369376989,-0.6121059825476626,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17.428240740740744,17.428240740740744,0.48625,17.8287375,279.9166666666667,12.01395416666667,1020.032083333333,0.49999999999999994,-0.8660254037844385,0.651372482722222,-0.758758122692791,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.408564814814813,20.149537037037035,0.49291666666666667,10.096041666666668,234.0,11.983095833333335,1020.6929166666667,0.49999999999999994,-0.8660254037844385,0.485301962531081,-0.8743466161445818,0.40312342928797285,-0.9151456172430178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.730092592592595,24.274074074074075,0.49666666666666665,11.4209375,190.54166666666666,12.19709166666667,1018.4758333333334,0.49999999999999994,-0.8660254037844385,0.29936312297335815,-0.9541392564000487,0.29205677063697605,-0.9564009842765225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24.687962962962956,24.3912037037037,0.5275,15.824958333333333,278.5416666666667,12.16489166666667,1017.0595833333332,0.49999999999999994,-0.8660254037844385,0.10116832198743268,-0.9948693233918956,0.29205677063697605,-0.9564009842765225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
